Name,Birth Date,Death Date,Description,Actor,Author,Musician
Anita O'Day,1919,2006-11-23," , american singer ",False,False,True
Claude Jade,1948,2006-12-01," , french actress ",True,False,False
Peter Boyle,1935,2006-12-12," , american actor ",True,False,False
James Brown,1933,2006-12-25," , american singer ",False,False,True
Yvonne De Carlo,1922,2007-01-08," , american actress ",True,False,False
Carlo Ponti,1912,2007-01-10," , italian film producer ",True,False,False
Robert Anton Wilson,1932,2007-01-11," , american author and conspiracy researcher ",False,True,False
Alice Coltrane,1937,2007-01-12," , american jazz musician ",False,False,True
Michael Brecker,1949,2007-01-13," , american jazz musician ",False,False,True
Darlene Conley,1934,2007-01-14," , american actress ",True,False,False
Ryszard Kapu?ci?ski,1932,2007-01-23," , polish journalist and author ",False,True,False
Marcheline Bertrand,1950,2007-01-27," , american actress ",True,False,False
Sidney Sheldon,1917,2007-01-30," , american author and screenwriter ",False,True,False
Kirka|Kirka Babitzin,1950,2007-01-31," , finnish singer ",False,False,True
Gian Carlo Menotti,1911,2007-02-01," , italian-born composer and librettist ",False,False,True
Frankie Laine,1913,2007-02-06," , american singer ",False,False,True
Ian Richardson,1934,2007-02-09," , scottish actor ",True,False,False
Lothar-Günther Buchheim,1918,2007-02-22," , german author, painter, and art collector ",False,True,False
Fons Rademakers,1920,2007-02-22," , dutch film director ",True,False,False
Bruce Bennett,1906,2007-02-24," , american actor ",True,False,False
Henri Troyat,1911,2007-03-02," , french writer ",False,True,False
Betty Hutton,1921,2007-03-12," , american actress ",True,False,False
Driss Chraïbi,1926,2007-04-01," , moroccan writer ",False,True,False
Bob Clark,1939,2007-04-04," , american film director ",True,False,False
Luigi Comencini,1916,2007-04-06," , italian film director ",True,False,False
Barry Nelson,1917,2007-04-07," , american actor ",True,False,False
Roscoe Lee Browne,1922,2007-04-11," , american actor ",True,False,False
Kurt Vonnegut,1922,2007-04-11," , american novelist and playwright ",False,True,False
David Halberstam,1934,2007-04-23," , american author and journalist ",False,True,False
Grégory Lemarchal,1983,2007-04-30," , french singer ",False,False,True
Lloyd Alexander,1924,2007-05-17," , american author ",False,True,False
Izumi Sakai,1967,2007-05-27," , japanese singer ([[zard]]) ",False,False,True
Natasja Saad,1974,2007-06-24," , afro danish rapper and reggae singer ",False,False,True
Beverly Sills,1929,2007-07-02," , american soprano ",False,False,True
Ulrich Mühe,1953,2007-07-22," , german actor ",True,False,False
László Kovács (cinematographer)|László Kovács,1933,2007-07-22," , hungarian-american cinematographer ",True,False,False
Ingmar Bergman,1918,2007-07-30," , swedish film director ",True,False,False
Michelangelo Antonioni,1912,2007-07-30," , italian film director ",True,False,False
Lee Hazlewood,1929,2007-08-04," , american country singer, songwriter and producer ",False,True,True
Tikhon Khrennikov,1913,2007-08-14," , russian composer ",False,False,True
Max Roach,1924,2007-08-16," , american percussionist, drummer, and composer ",False,False,True
Miyoshi Umeki,1929,2007-08-28," , japanese actress ",True,False,False
Francisco Umbral,1935,2007-08-28," , spanish journalist, novelist, biographer and essayist ",False,True,False
Michael Jackson (writer)|Michael Jackson,1942,2007-08-30," , english writer ",False,True,False
Luciano Pavarotti,1935,2007-09-06," , italian tenor ",False,False,True
Jane Wyman,1917,2007-09-10," , american actress ",True,False,False
Joe Zawinul,1932,2007-09-11," , austrian musician ",False,False,True
Robert Jordan,1948,2007-09-16," , american writer ",False,True,False
Lois Maxwell,1927,2007-09-29," , canadian actress ",True,False,False
Deborah Kerr,1921,2007-10-16," , scottish actress ",True,False,False
Toše Proeski,1981,2007-10-16," , macedonian singer ",False,False,True
Lucky Dube,1964,2007-10-18," , south african musician ",False,False,True
Jan Wolkers,1925,2007-10-19," , dutch author, sculptor and painter ",False,True,False
Ève Curie,1904,2007-10-22," , french author ",False,True,False
Petr Eben,1929,2007-10-24," , czech composer ",False,False,True
Aleksandr Dedyushko,1962,2007-11-03," , russian actor ",True,False,False
Norman Mailer,1923,2007-11-10," , american writer ",False,True,False
Ira Levin,1929,2007-11-12," , american novelist ",False,True,False
Fernando Fernán Gómez,1921,2007-11-21," , spanish actor, director, and playwright ",True,False,False
Kevin DuBrow,1955,2007-11-25," , american musician ([[quiet riot]]) ",False,False,True
Pimp C,1973,2007-12-04," , american rapper ",False,False,True
Karlheinz Stockhausen,1928,2007-12-05," , german composer ",False,False,True
Ike Turner,1931,2007-12-12," , american musician ",False,False,True
Dan Fogelberg,1951,2007-12-16," , american singer and songwriter ",False,True,True
Julien Gracq,1910,2007-12-22," , french writer ",False,True,False
Oscar Peterson,1925,2007-12-23," , canadian jazz pianist and composer ",False,False,True
Jaan Kross,1920,2007-12-27," , estonian writer ",False,True,False
Maila Nurmi,1922,2008-01-10," , finnish-american actress and television personality ",True,False,False
Brad Renfro,1982,2008-01-15," , american actor ",True,False,False
Suzanne Pleshette,1937,2008-01-19," , american actress ",True,False,False
Heath Ledger,1979,2008-01-22," , australian actor ",True,False,False
Margaret Truman,1924,2008-01-29," , american singer and writer ",False,True,True
Roy Scheider,1932,2008-02-10," , american actor ",True,False,False
Kon Ichikawa,1915,2008-02-13," , japanese film director ",True,False,False
Henri Salvador,1917,2008-02-13," , french singer ",False,False,True
Alain Robbe-Grillet,1922,2008-02-18," , french writer and filmmaker ",True,True,False
Yegor Letov,1964,2008-02-19," , russian singer ",False,False,True
Ivan Rebroff,1931,2008-02-27," , german singer ",False,False,True
William F. Buckley Jr.,1925,2008-02-27," , american author and conservative commentator ",False,True,False
Jeff Healey,1966,2008-03-02," , canadian musician ",False,False,True
Norman Smith (record producer)|Norman Smith,1923,2008-03-03," , english singer and record producer ",False,False,True
Giuseppe Di Stefano,1921,2008-03-03," , italian operatic tenor ",False,False,True
Gary Gygax,1938,2008-03-04," , american writer and game designer ",False,True,False
Joseph Weizenbaum,1923,2008-03-05," , german-american author and computer scientist ",False,True,False
Anthony Minghella,1954,2008-03-18," , english film director and screenwriter ",True,True,False
Paul Scofield,1922,2008-03-19," , english actor ",True,False,False
Arthur C. Clarke,1917,2008-03-19," , english author, inventor, and futurist ",False,True,False
Hugo Claus,1929,2008-03-19," , flemish writer, painter and film director ",True,True,False
Richard Widmark,1914,2008-03-24," , american actor ",True,False,False
Jules Dassin,1911,2008-03-31," , american film director ",True,False,False
Charlton Heston,1923,2008-04-05," , american actor ",True,False,False
Stanley Kamel,1943,2008-04-08," , american actor ",True,False,False
Benoît Lamy,1945,2008-04-15," , belgian motion picture writer-director ",False,True,False
Aimé Césaire,1913,2008-04-17," , french martinican poet and politician ",False,True,False
Albert Hofmann,1906,2008-04-29," , swiss chemist and writer ",False,True,False
Leyla Gencer,1928,2008-05-10," , turkish soprano ",False,False,True
Rob Knox,1989,2008-05-24," , british actor ",True,False,False
Sydney Pollack,1934,2008-05-26," , american actor, director and producer ",True,False,False
Mel Ferrer,1917,2008-06-02," , american actor, director, and producer ",True,False,False
Bo Diddley,1928,2008-06-02," , american musician ",False,False,True
Šaban Bajramovi?,1936,2008-06-08," , serbian musician ",False,False,True
Algis Budrys,1931,2008-06-09," , lithuanian-american science fiction writer ",False,True,False
Chinghiz Aitmatov,1928,2008-06-10," , kyrgyzstani writer ",False,True,False
Cyd Charisse,1922,2008-06-17," , american actress and dancer ",True,False,False
Jean Delannoy,1908,2008-06-18," , french film director ",True,False,False
George Carlin,1937,2008-06-22," , american author, actor, and comedian ",True,True,False
Don S. Davis,1942,2008-06-29," , american actor ",True,False,False
Evelyn Keyes,1916,2008-07-04," , american actress ",True,False,False
Jo Stafford,1917,2008-07-16," , american singer ",False,False,True
Estelle Getty,1923,2008-07-22," , american actress ",True,False,False
Johnny Griffin,1928,2008-07-25," , american saxophonist ",False,False,True
Randy Pausch,1960,2008-07-25," , american author and computer scientist ",False,True,False
Youssef Chahine,1926,2008-07-27," , egyptian film director ",True,False,False
Aleksandr Solzhenitsyn,1918,2008-08-03," , russian nobel writer ",False,True,False
Bernie Mac,1957,2008-08-09," , american actor and comedian ",True,False,False
Mahmoud Darwish,1941,2008-08-09," , palestinian poet ",False,True,False
Isaac Hayes,1942,2008-08-10," , american musician ",False,False,True
Ronnie Drew,1934,2008-08-16," , irish singer ",False,False,True
Jerry Reed,1937,2008-09-01," , american country singer ",False,False,True
Don LaFontaine,1940,2008-09-01," , american voice actor ",True,False,False
Anita Page,1910,2008-09-06," , american actress ",True,False,False
David Foster Wallace,1962,2008-09-12," , american writer ",False,True,False
Mauricio Kagel,1931,2008-09-18," , argentine composer ",False,False,True
Paul Newman,1925,2008-09-26," , american actor ",True,False,False
Boris Yefimov,1900,2008-10-01," , russian political cartoonist ",False,True,False
Paavo Haavikko,1931,2008-10-06," , finnish poet ",False,True,False
Guillaume Depardieu,1971,2008-10-13," , french actor ",True,False,False
Muslim Magomayev (musician)|Muslim Magomayev,1942,2008-10-25," , azerbaijani singer ",False,False,True
Tony Hillerman,1925,2008-10-26," , american writer ",False,True,False
William Wharton (author)|William Wharton,1925,2008-10-29," , american author ",False,True,False
Studs Terkel,1912,2008-10-31," , american author and liberal commentator ",False,True,False
Yma Sumac,1922,2008-11-01," , peruvian soprano ",False,False,True
Michael Crichton,1942,2008-11-04," , american author and producer ",False,True,False
Miriam Makeba,1932,2008-11-09," , south african singer ",False,False,True
Mitch Mitchell,1946,2008-11-12," , english drummer ",False,False,True
Mikel Laboa,1934,2008-12-01," , basque singer and songwriter ",False,True,True
Odetta,1930,2008-12-02," , american singer ",False,False,True
Nina Foch,1924,2008-12-05," , dutch-born american actress ",True,False,False
Van Johnson,1916,2008-12-12," , american actor ",True,False,False
Horst Tappert,1923,2008-12-13," , german actor ",True,False,False
Majel Barrett,1932,2008-12-18," , american actress ",True,False,False
Eartha Kitt,1927,2008-12-25," , american singer and actress ",True,False,True
Freddie Hubbard,1938,2008-12-29," , american jazz trumpeter ",False,False,True
Johannes Mario Simmel,1924,2009-01-01," , austrian writer ",False,True,False
Pat Hingle,1924,2009-01-03," , american actor ",True,False,False
Claude Berri,1934,2009-01-12," , french film director ",True,False,False
Patrick McGoohan,1928,2009-01-13," , american-born british actor ",True,False,False
Ricardo Montalbán,1920,2009-01-14," , mexican-born american actor ",True,False,False
John Updike,1932,2009-01-27," , american writer ",False,True,False
James Whitmore,1921,2009-02-06," , american actor ",True,False,False
Philip José Farmer,1918,2009-02-25," , american writer ",False,True,False
Alain Bashung,1947,2009-03-14," , french singer, songwriter and actor ",True,True,True
Ron Silver,1946,2009-03-15," , american actor and political activist ",True,False,False
Natasha Richardson,1963,2009-03-18," , english actress ",True,False,False
Maurice Jarre,1924,2009-03-29," , french composer and conductor ",False,False,True
Marilyn Chambers,1952,2009-04-12," , american pornographic actress ",True,False,False
Maurice Druon,1918,2009-04-14," , french novelist ",False,True,False
J. G. Ballard,1930,2009-04-19," , english novelist ",False,True,False
Jack Cardiff,1914,2009-04-22," , english cinematographer ",True,False,False
Ken Annakin,1914,2009-04-22," , english film director ",True,False,False
Bea Arthur,1922,2009-04-25," , american actress ",True,False,False
Dom DeLuise,1933,2009-05-04," , american actor and comedian ",True,False,False
Mario Benedetti,1920,2009-05-17," , uruguayan writer ",False,True,False
Wayne Allwine,1947,2009-05-18," , american voice actor ",True,False,False
David Eddings,1931,2009-06-02," , american author ",False,True,False
David Carradine,1936,2009-06-03," , american actor ",True,False,False
Koko Taylor,1928,2009-06-03," , american musician ",False,False,True
Farrah Fawcett,1947,2009-06-25," , american actress ",True,False,False
Karl Malden,1912,2009-07-01," , american actor ",True,False,False
Vasily Aksyonov,1932,2009-07-06," , russian novelist ",False,True,False
Frank McCourt,1930,2009-07-19," , irish-american author ",False,True,False
Budd Schulberg,1914,2009-08-05," , american screenwriter ",False,True,False
Willy DeVille,1950,2009-08-06," , american singer-songwriter ",False,True,True
John Hughes (filmmaker)|John Hughes,1950,2009-08-06," , american film director and writer ",True,True,False
Les Paul,1915,2009-08-13," , american musician and inventor ",False,False,True
Sergey Mikhalkov,1913,2009-08-27," , soviet-russian author ",False,True,False
Yoshito Usui,1958,2009-09-11," , japanese manga artist ",False,True,False
Patrick Swayze,1952,2009-09-14," , american actor and dancer ",True,False,False
Henry Gibson,1935,2009-09-14," , american actor and songwriter ",True,True,False
Mary Travers,1936,2009-09-16," , american singer and songwriter ",False,True,True
Irving Kristol,1920,2009-09-18," , american writer and political commentator ",False,True,False
Alicia de Larrocha,1923,2009-09-25," , spanish pianist ",False,False,True
Mercedes Sosa,1935,2009-10-04," , argentine singer ",False,False,True
Al Martino,1927,2009-10-13," , american singer and actor ",True,False,True
Joseph Wiseman,1918,2009-10-19," , canadian actor ",True,False,False
Taylor Mitchell,1990,2009-10-28," , canadian singer ",False,False,True
Francisco Ayala (novelist)|Francisco Ayala,1906,2009-11-03," , spanish novelist ",False,True,False
Milorad Pavi?,1929,2009-11-30," , serbian writer ",False,True,False
Richard Todd,1919,2009-12-03," , irish-born british actor ",True,False,False
Vyacheslav Tikhonov,1928,2009-12-04," , russian actor ",True,False,False
Gene Barry,1919,2009-12-09," , american actor ",True,False,False
Jennifer Jones,1919,2009-12-17," , american actress ",True,False,False
Brittany Murphy,1977,2009-12-20," , american actress ",True,False,False
The Rev,1981,2009-12-28," , american musician ",False,False,True
Éric Rohmer,1920,2010-01-11," , french film director ",True,False,False
Erich Segal,1937,2010-01-17," , american author, screenwriter, and educator ",False,True,False
Jean Simmons,1929,2010-01-22," , british actress ",True,False,False
J. D. Salinger,1919,2010-01-27," , american author ",False,True,False
Dick Francis,1920,2010-02-14," , british author and jockey ",False,True,False
Kathryn Grayson,1922,2010-02-17," , american singer ",False,False,True
Ariel Ramírez,1921,2010-02-18," , argentine composer ",False,False,True
Miguel Delibes,1920,2010-03-12," , spanish author and journalist ",False,True,False
Peter Graves,1926,2010-03-14," , american actor ",True,False,False
Valentina Tolkunova,1946,2010-03-22," , soviet and russian singer ",False,False,True
Robert Culp,1930,2010-03-24," , american actor, screenwriter and director ",True,True,False
John Forsythe,1918,2010-04-01," , american actor ",True,False,False
Malcolm McLaren,1946,2010-04-08," , british musician and manager ",False,False,True
Peter Steele,1962,2010-04-14," , american musician ",False,False,True
Alan Sillitoe,1928,2010-04-25," , british writer ",False,True,False
Lynn Redgrave,1943,2010-05-02," , british actress ",True,False,False
Giulietta Simionato,1910,2010-05-05," , italian opera singer ",False,False,True
Lena Horne,1917,2010-05-09," , american singer and actress ",True,False,True
Ronnie James Dio,1942,2010-05-16," , american musician ",False,False,True
Yvonne Loriod,1924,2010-05-17," , french pianist ",False,False,True
Bobbejaan Schoepen,1925,2010-05-17," , belgian singer ",False,False,True
Edoardo Sanguineti,1930,2010-05-18," , italian writer ",False,True,False
Martin Gardner,1914,2010-05-22," , american science author ",False,True,False
Paul Gray (American musician)|Paul Gray,1972,2010-05-24," , american musician ",False,False,True
Gary Coleman,1968,2010-05-28," , american actor, voice artist and comedian ",True,False,False
Dennis Hopper,1936,2010-05-29," , american actor, filmmaker, photographer and artist ",True,False,False
Andrei Voznesensky,1933,2010-06-01," , soviet-russian poet ",False,True,False
Giuseppe Taddei,1916,2010-06-02," , italian baritone ",False,False,True
José Saramago,1922,2010-06-18," , portuguese writer and nobel prize laureate ",False,True,False
Cesare Siepi,1923,2010-07-05," , italian opera singer ",False,False,True
Bruno Cremer,1929,2010-08-07," , french actor ",True,False,False
Patricia Neal,1926,2010-08-08," , american actress ",True,False,False
Satoshi Kon,1963,2010-08-23," , japanese anime film director ",True,False,False
Kevin McCarthy (actor)|Kevin McCarthy,1914,2010-09-11," , american actor ",True,False,False
Claude Chabrol,1930,2010-09-12," , french film director ",True,False,False
Gloria Stuart,1910,2010-09-26," , american actress ",True,False,False
Arthur Penn,1922,2010-09-28," , american film director ",True,False,False
Tony Curtis,1925,2010-09-29," , american actor ",True,False,False
Norman Wisdom,1915,2010-10-04," , british actor and comedian ",True,False,False
Solomon Burke,1940,2010-10-10," , american soul musician ",False,False,True
Joan Sutherland,1926,2010-10-11," , australian opera singer ",False,False,True
Tom Bosley,1927,2010-10-19," , american actor ",True,False,False
Gregory Isaacs,1951,2010-10-25," , jamaican musician ",False,False,True
Harry Mulisch,1927,2010-10-30," , dutch writer ",False,True,False
Rudolf Barshai,1924,2010-11-02," , soviet-russian conductor and violist ",False,False,True
Jill Clayburgh,1944,2010-11-05," , american actress ",True,False,False
Dino De Laurentiis,1919,2010-11-10," , italian film producer ",True,False,False
Henryk Górecki,1933,2010-11-12," , polish composer ",False,False,True
Irvin Kershner,1923,2010-11-27," , american film director ",True,False,False
Leslie Nielsen,1926,2010-11-28," , canadian-american actor ",True,False,False
Mario Monicelli,1915,2010-11-29," , italian actor, screenwriter and director ",True,True,False
Bella Akhmadulina,1937,2010-11-29," , soviet-russian poet ",False,True,False
Blake Edwards,1922,2010-12-15," , american film director ",True,False,False
Captain Beefheart,1941,2010-12-17," , american musician ",False,False,True
Pete Postlethwaite,1946,2011-01-02," , british actor ",True,False,False
Gerry Rafferty,1947,2011-01-04," , scottish musician ",False,False,True
Susannah York,1939,2011-01-15," , british actress ",True,False,False
Milton Babbitt,1916,2011-01-29," , american composer ",False,False,True
John Barry (composer)|John Barry,1933,2011-01-30," , english composer ",False,False,True
Maria Schneider (actress)|Maria Schneider,1952,2011-02-03," , french actress ",True,False,False
Brian Jacques,1939,2011-02-05," , british author ",False,True,False
Gary Moore,1952,2011-02-06," , british musician ",False,False,True
George Shearing,1919,2011-02-14," , british-american jazz pianist ",False,False,True
Jane Russell,1921,2011-02-28," , american actress ",True,False,False
Alberto Granado,1922,2011-03-05," , cuban writer and scientist ",False,True,False
Bob Marcucci,1930,2011-03-09," , american film producer, song lyricist, and talent manager ",True,False,True
Nate Dogg,1969,2011-03-15," , american rapper ",False,False,True
Michael Gough,1916,2011-03-17," , british actor ",True,False,False
Elizabeth Taylor,1932,2011-03-23," , british-american actress ",True,False,False
Diana Wynne Jones,1934,2011-03-26," , british writer ",False,True,False
Farley Granger,1925,2011-03-27," , american actor ",True,False,False
Sidney Lumet,1924,2011-04-09," , american film director ",True,False,False
Ernesto Sabato,1911,2011-04-30," , argentine writer ",False,True,False
Jackie Cooper,1922,2011-05-03," , american actor ",True,False,False
Gil Scott-Heron,1949,2011-05-27," , american poet and musician ",False,True,True
Jeff Conaway,1950,2011-05-27," , american actor ",True,False,False
Ludo Martens,1946,2011-06-05," , belgian writer and political activist ",False,True,False
Jorge Semprún,1923,2011-06-07," , spanish writer and politician ",False,True,False
Tomoko Kawakami,1970,2011-06-09," , japanese voice actress ",True,False,False
Patrick Leigh Fermor,1915,2011-06-10," , british travel writer, scholar and soldier ",False,True,False
Clarence Clemons,1942,2011-06-18," , american musician and actor ",True,False,True
Peter Falk,1927,2011-06-23," , american actor ",True,False,False
Roberts Blossom,1924,2011-07-08," , american actor and poet ",True,True,False
Amy Winehouse,1983,2011-07-23," , british singer ",False,False,True
Mihalis Kakogiannis,1922,2011-07-25," , cypriot filmmaker ",True,False,False
Bubba Smith,1945,2011-08-03," , american football player and actor ",True,False,False
Shammi Kapoor,1931,2011-08-14," , indian film actor and director ",True,False,False
Raúl Ruiz (director)|Raúl Ruiz,1941,2011-08-19," , chilean film director ",True,False,False
Vicco von Bülow,1923,2011-08-22," , german actor, comedian, humorist, cartoonist, film director ",True,True,False
Cliff Robertson,1923,2011-09-10," , american actor ",True,False,False
Andy Whitfield,1971,2011-09-11," , welsh actor and model ",True,False,False
Charles Napier (actor)|Charles Napier,1936,2011-10-05," , american actor ",True,False,False
Jimmy Savile,1926,2011-10-29," , english dj, television presenter, media personality and charity fundraiser ",False,False,True
Anne McCaffrey,1926,2011-11-21," , american-born irish writer ",False,True,False
Paul Motian,1931,2011-11-22," , american jazz drummer ",False,False,True
Ken Russell,1927,2011-11-27," , british film director ",True,False,False
Christa Wolf,1929,2011-12-01," , german writer ",False,True,False
Violetta Villas,1938,2011-12-05," , polish singer ",False,False,True
Harry Morgan,1915,2011-12-07," , american actor ",True,False,False
Joe Simon,1913,2011-12-14," , american comic book writer and artist ",False,True,False
Christopher Hitchens,1949,2011-12-15," , british-american writer ",False,True,False
Cesária Évora,1941,2011-12-17," , cape verdean singer ",False,False,True
Johannes Heesters,1903,2011-12-24," , dutch actor and singer ",True,False,True
Josef Škvorecký,1924,2012-01-03," , czech writer ",False,True,False
Etta James,1938,2012-01-20," , american singer ",False,False,True
Theodoros Angelopoulos,1935,2012-01-24," , greek filmmaker ",True,False,False
Wis?awa Szymborska,1923,2012-02-01," , polish nobel poet ",False,True,False
Samuel Youd,1922,2012-02-03," , british author ",False,True,False
Ben Gazzara,1930,2012-02-03," , american actor ",True,False,False
Whitney Houston,1963,2012-02-11," , american singer and actress ",True,False,True
Maurice André,1933,2012-02-25," , french trumpeter ",False,False,True
Davy Jones (musician)|Davy Jones,1945,2012-02-29," , british singer and actor ",True,False,True
Lucio Dalla,1943,2012-03-01," , italian singer-songwriter ",False,True,True
Tonino Guerra,1920,2012-03-21," , italian screenwriter ",False,True,False
Antonio Tabucchi,1943,2012-03-25," , italian writer ",False,True,False
Adrienne Rich,1929,2012-03-27," , american writer and feminist ",False,True,False
Earl Scruggs,1924,2012-03-28," , american bluegrass musician ",False,False,True
Alexander Arutiunian,1920,2012-03-28," , armenian composer ",False,False,True
Takeshi Aono,1936,2012-04-07," , japanese voice actor ",True,False,False
Levon Helm,1940,2012-04-19," , american musician ",False,False,True
Joel Goldsmith,1957,2012-04-29," , american composer ",False,False,True
Maurice Sendak,1928,2012-05-08," , american author ",False,True,False
Carlos Fuentes,1928,2012-05-15," , panamanian-born mexican writer ",False,True,False
Donna Summer,1948,2012-05-17," , american singer ",False,False,True
Dietrich Fischer-Dieskau,1925,2012-05-18," , german lyric baritone and conductor ",False,False,True
Robin Gibb,1949,2012-05-20," , british-australian musician ",False,False,True
Kaneto Shindo,1912,2012-05-29," , japanese film director ",True,False,False
Kathryn Joosten,1939,2012-06-02," , american actress ",True,False,False
Eduard Khil,1934,2012-06-04," , russian baritone ",False,False,True
Ray Bradbury,1920,2012-06-05," , american author ",False,True,False
Ann Rutherford,1917,2012-06-11," , canadian-born american actress ",True,False,False
Nora Ephron,1941,2012-06-26," , american film director and screenwriter ",True,True,False
Andy Griffith,1926,2012-07-03," , american actor ",True,False,False
Ernest Borgnine,1917,2012-07-08," , american actor ",True,False,False
Dolphy,1928,2012-07-12," , filipino actor ",True,False,False
Richard D. Zanuck,1934,2012-07-13," , american film producer ",True,False,False
Celeste Holm,1917,2012-07-15," , american actress ",True,False,False
Stephen Covey,1932,2012-07-16," , american author ",False,True,False
Jon Lord,1941,2012-07-16," , british musician and composer ",False,False,True
Chris Marker,1921,2012-07-29," , french writer and documentary filmmaker ",True,True,False
Maeve Binchy,1939,2012-07-30," , irish author ",False,True,False
Gore Vidal,1925,2012-07-31," , american author, playwright, screenwriter, and political activist ",False,True,False
Chavela Vargas,1919,2012-08-05," , costa rican-born mexican singer ",False,False,True
Marvin Hamlisch,1944,2012-08-06," , american composer and conductor ",False,False,True
Harry Harrison (writer)|Harry Harrison,1925,2012-08-15," , american author ",False,True,False
Scott McKenzie,1939,2012-08-18," , american singer and songwriter ",False,True,True
Tony Scott,1944,2012-08-19," , british film director ",True,False,False
Hal David,1921,2012-09-01," , american lyricist ",False,False,True
Michael Clarke Duncan,1957,2012-09-03," , american actor ",True,False,False
Andy Williams,1927,2012-09-25," , american singer ",False,False,True
Herbert Lom,1917,2012-09-27," , czech-born actor ",True,False,False
Michael O'Hare,1952,2012-09-28," , american actor ",True,False,False
Sylvia Kristel,1952,2012-10-17," , dutch actress ",True,False,False
George McGovern,1922,2012-10-21," , american politician, historian and author ",False,True,False
Yash Chopra,1932,2012-10-21," , indian film director and producer ",True,False,False
Russell Means,1939,2012-10-22," , american sioux actor and activist ",True,False,False
Hans Werner Henze,1926,2012-10-27," , german composer ",False,False,True
Elliott Carter,1908,2012-11-05," , american composer ",False,False,True
Larry Hagman,1931,2012-11-23," , american actor ",True,False,False
Dave Brubeck,1920,2012-12-05," , american pianist ",False,False,True
Galina Vishnevskaya,1926,2012-12-11," , russian soprano ",False,False,True
Jack Klugman,1922,2012-12-24," , american actor ",True,False,False
Charles Durning,1923,2012-12-24," , american actor ",True,False,False
Patti Page,1927,2013-01-01," , american singer ",False,False,True
Sergiu Nicolaescu,1930,2013-01-03," , romanian film director, actor, and politician ",True,False,False
David R. Ellis,1952,2013-01-07," , american film director ",True,False,False
Nagisa Oshima,1932,2013-01-15," , japanese film director ",True,False,False
Michael Winner,1935,2013-01-21," , british film director and producer ",True,False,False
Tony Sheridan,1940,2013-02-17," , british singer, songwriter, and musician ",False,True,True
Otfried Preußler,1923,2013-02-18," , german children author ",False,True,False
Kevin Ayers,1944,2013-02-18," , british singer, songwriter, and musician ",False,True,True
Wolfgang Sawallisch,1923,2013-02-22," , german conductor and pianist ",False,False,True
Stéphane Hessel,1917,2013-02-26," , french diplomat and writer ",False,True,False
Van Cliburn,1934,2013-02-27," , american pianist ",False,False,True
Alvin Lee,1944,2013-03-06," , british guitarist ",False,False,True
Damiano Damiani,1922,2013-03-07," , italian film director and screenwriter ",True,True,False
Peter Banks,1947,2013-03-07," , british guitarist ",False,False,True
Clive Burr,1957,2013-03-12," , british drummer ",False,False,True
Chinua Achebe,1930,2013-03-21," , nigerian writer ",False,True,False
Bebo Valdés,1918,2013-03-22," , cuban pianist, bandleader, and composer ",False,False,True
Richard Griffiths,1947,2013-03-28," , british actor ",True,False,False
Jesús Franco,1930,2013-04-02," , spanish film director and screenwriter ",True,True,False
Ruth Prawer Jhabvala,1927,2013-04-03," , german-born british novelist and screenwriter ",False,True,False
Roger Ebert,1942,2013-04-04," , american film critic and writer ",False,True,False
Bigas Luna,1946,2013-04-06," , spanish film director ",True,False,False
Sara Montiel,1928,2013-04-08," , spanish singer and actress ",True,False,True
Jonathan Winters,1925,2013-04-11," , american comedian and actor ",True,False,False
Richie Havens,1941,2013-04-22," , american folk singer ",False,False,True
George Jones,1931,2013-04-26," , american country music singer  ",False,False,True
Deanna Durbin,1921,2013-04-30,", canadian-born singer and actress",True,False,True
Jeff Hanneman,1964,2013-05-02," , american guitarist ",False,False,True
Ray Harryhausen,1920,2013-05-07," , american filmmaker and creator of visual effects ",True,False,False
Henri Dutilleux,1916,2013-05-22," , french composer ",False,False,True
Georges Moustaki,1934,2013-05-23," , french singer and songwriter ",False,True,True
Jack Vance,1916,2013-05-26," , american novelist ",False,True,False
Jean Stapleton,1923,2013-05-31," , american actress ",True,False,False
Esther Williams,1921,2013-06-06," , american swimmer and actress ",True,False,False
Yoram Kaniuk,1930,2013-06-08," , israeli writer ",False,True,False
Iain Banks,1954,2013-06-09," , british novelist ",False,True,False
James Gandolfini,1961,2013-06-19," , american actor ",True,False,False
Richard Matheson,1926,2013-06-23," , american author and screenwriter ",False,True,False
Bobby Bland,1930,2013-06-23," , american singer and songwriter ",False,True,True
Jim Kelly (martial artist)|Jim Kelly,1946,2013-06-29," , american martial artist and actor ",True,False,False
Cory Monteith,1982,2013-07-13," , canadian actor ",True,False,False
Mel Smith,1952,2013-07-19," , british comedian and actor ",True,False,False
Dennis Farina,1944,2013-07-22," , american actor ",True,False,False
Walter De Maria,1935,2013-07-25," , american sculptor and composer ",False,False,True
Bernadette Lafont,1938,2013-07-25," , french actress ",True,False,False
JJ Cale,1938,2013-07-26," , american singer and songwriter ",False,True,True
Eileen Brennan,1932,2013-07-28," , american actress ",True,False,False
Karen Black,1939,2013-08-08," , american actress ",True,False,False
Eydie Gormé,1928,2013-08-10," , american singer ",False,False,True
Cedar Walton,1934,2013-08-19," , american pianist ",False,False,True
Elmore Leonard,1925,2013-08-20," , american novelist ",False,True,False
Marian McPartland,1918,2013-08-20," , british-born pianist ",False,False,True
Julie Harris (actress)|Julie Harris,1925,2013-08-24," , american actress ",True,False,False
